game_rawg_id
58781
982433
975381
964507
830060
53962
53594
35148
43252
730087
339958
43050
4167
605544
517295
479764
379563
309793
241048
257255
74051
67281
63326
41975
37454
32433
29672
27612
13370
111
846303
3636
536886
968414
836592
717427
692717
664425
560112
521769
505805
463689
409572
358964
330399
302820
281857
268300
90776
65161
61256
58972
55157
49840
40828
38816
31564
30394
5821
799265
545015
55194
3328
385406
983210
356090
300686
58823
54022
52311
22823
22730
795632
972785
965869
816336
334819
244713
38972
35221
669328
378578
42180
38946
28
762725
743549
638650
54036
38945
38067
32038
24182
4200
968497
428353
960412
932677
546569
516111
331466
311785
58964
58919
56243
55161
53891
53099
41658
33378
31906
31592
29481
28013
27975
24277
22594
1929
989140
974379
826890
650649
419292
376913
305984
300684
257189
232225
74599
34744
32975
31247
30265
18736
854345
748459
645123
58175
53917
27969
5180
979542
254545
241045
53266
30142
28581
25823
9819
3990
979446
514887
320356
59315
37854
32028
1452
977470
850683
427620
59199
57552
972403
868086
4416
997552
989331
988068
982005
981609
967102
965927
877968
748486
747685
745492
743599
743538
743521
708993
681630
677201
666384
632452
622083
586172
574281
525682
494495
490413
487569
484923
483823
482570
468711
428090
427809
400292
362855
356278
341577
330813
330703
319108
307153
301551
300687
298395
282822
275691
269332
261070
245986
244705
64982
58813
57770
57253
57182
55978
54716
53404
53339
52200
52116
48933
46044
41667
32851
31442
31339
31106
30965
29881
29143
27985
27466
23006
22685
16606
12203
10321
4948
4586
4528
4265
4136
3957
1524
883
416
140
97
394392
366889
247774
13536
2462
1314
646324
602357
427575
392459
59132
57994
53322
51610
42405
35522
27513
22511
19457
13537
3081
791789
600553
455597
385404
327225
264671
59149
58388
54619
43737
43548
43422
41478
40071
31341
22152
19445
3498
704634
663742
452648
404454
58890
52923
42393
42045
35020
24039
19430
5476
5351
4806
4534
1458
622
994603
934428
542349
428664
364810
307137
270660
61493
58134
52248
38218
